STATION,STATION_NAME,DATE,HPCP
COOP:170100,ACADIA NATIONAL PARK ME US,20060608 11:00,0.40
COOP:170100,ACADIA NATIONAL PARK ME US,20060608 12:00,0.40
COOP:170100,ACADIA NATIONAL PARK ME US,20060608 13:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060608 14:00,0.20
COOP:170100,ACADIA NATIONAL PARK ME US,20060608 15:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060608 16:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060608 17:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060608 18:00,0.30
COOP:170100,ACADIA NATIONAL PARK ME US,20060608 19:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060608 20:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060609 01:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060609 03:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060609 08:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060609 23:00,0.10
COOP:170100,ACADIA NATIONAL PARK ME US,20060610 05:00,0.10
